type,timestamp,price,size,cost,commission,signal_strength,reasons,value,profit,profit_pct
BUY,2025-10-20 01:15:00,108113.71,0.09240271192247496,10000.0,10.0,60,"['处于上升趋势', 'RSI健康(40.8)', '成交量确认(OBV上升)', '趋势明确(ADX:31.1)']",,,
SELL,2025-10-22 11:45:00,107555.05,0.0,,9.93837830095739,0,['止损'],9928.439922656433,-61.56007734356717,-0.5167337241502521
BUY,2025-10-23 08:15:00,109782.67,0.09034678681738909,9928.439922656433,9.928439922656432,75,"['EMA金叉(50上穿200)', 'MACD多头排列', 'RSI健康(63.0)', '成交量确认(OBV上升)', '⚠️ 量价背离(假突破风险)', '趋势明确(ADX:39.6)']",,,
SELL,2025-10-23 08:30:00,109585.1,0.0,,9.900661668062265,0,['止损'],9890.761006394203,-27.750476339573652,-0.17996465198012804
BUY,2025-10-23 09:00:00,109138.01,0.09053555443596424,9890.761006394203,9.890761006394204,60,"['处于上升趋势', 'RSI健康(50.4)', '成交量确认(OBV上升)', '趋势明确(ADX:35.3)']",,,
SELL,2025-10-25 09:45:00,111521.47,0.0,,10.096658117963752,0,['止损'],10086.561459845789,205.6912144579801,2.183895418287365
BUY,2025-10-26 11:15:00,112707.09,0.08940409071324566,10086.561459845789,10.08656145984579,80,"['处于上升趋势', 'MACD多头排列', 'RSI健康(70.5)', '成交量确认(OBV上升)', '趋势明确(ADX:44.3)', '极强趋势(ADX:44.3)']",,,
SELL,2025-10-27 07:30:00,115650.0,0.0,,10.33958309098686,0,['止损'],10329.243507895873,252.76860950993068,2.61111346233853
BUY,2025-10-27 15:15:00,115078.0,0.08966887036955784,10329.243507895873,10.329243507895873,60,"['处于上升趋势', 'RSI健康(48.4)', '成交量确认(OBV上升)', '趋势明确(ADX:28.5)']",,,
SELL,2025-10-28 06:30:00,114023.16,0.0,,10.224327953167352,0,['回测结束，强制平仓'],10214.103625214186,-104.81063917379106,-0.9166304593406182
