type,timestamp,price,size,cost,commission,signal_strength,reasons,value,profit,profit_pct
BUY,2025-10-13 20:00:00,4250.07,2.350549520360841,10000.0,10.0,75,"['EMA金叉(50上穿200)', 'MACD多头排列', 'RSI健康(66.1)', '成交量确认(OBV上升)', '⚠️ 量价背离(假突破风险)', '趋势明确(ADX:34.1)']",,,
SELL,2025-10-14 00:00:00,4250.87,0.0,,9.991880439616288,0,['止损'],9981.888559176672,-8.11144082332794,0.01882321938227328
BUY,2025-10-16 23:00:00,3893.01,2.561490124766568,9981.888559176672,9.981888559176673,65,"['MACD金叉', 'RSI健康(43.7)', '趋势明确(ADX:29.3)']",,,
SELL,2025-10-17 08:30:00,3708.8,0.0,,9.500054574734248,0,['止损'],9490.554520159514,-481.35215045798213,-4.731814200323144
BUY,2025-10-17 12:00:00,3787.47,2.50327103993942,9490.554520159514,9.490554520159515,65,"['MACD金叉', 'RSI健康(45.0)', '趋势明确(ADX:33.4)']",,,
SELL,2025-10-20 09:30:00,4044.89,0.0,,10.12545599674056,0,['止损'],10115.33054074382,634.266575104466,6.796621491391354
BUY,2025-10-21 17:30:00,4014.63,2.517097518377304,10115.33054074382,10.11533054074382,100,"['EMA金叉(50上穿200)', 'MACD多头排列', 'RSI健康(59.3)', '成交量确认(OBV上升)', '趋势明确(ADX:33.3)']",,,
SELL,2025-10-22 00:30:00,3842.24,0.0,,9.671292769010012,0,['止损'],9661.621476241002,-443.5937339620741,-4.294044532123766
BUY,2025-10-22 23:30:00,3805.53,2.5362984537672175,9661.621476241002,9.661621476241002,70,"['MACD金叉', 'RSI健康(50.0)', '趋势明确(ADX:41.6)', '极强趋势(ADX:41.6)']",,,
SELL,2025-10-24 10:00:00,3948.83,0.0,,10.015411423189603,0,['止损'],10005.396011766412,353.43615700165174,3.765572732313231
